date,product_id,category,brand,region,channel,season,base_price,current_price,price_change_pct,discount_pct,promotion_type,units_sold,revenue,inventory_level,stockout_flag,demand_index
2026-02-02,P1080,Shoes,Puma,CA,app,Winter,15.99,15.99,0.0,0,None,23,367.77,187,0,142.86
2026-02-03,P1080,Shoes,Puma,CA,app,Winter,15.99,15.99,0.0,0,None,21,335.79,274,0,130.43
2026-02-04,P1080,Shoes,Puma,CA,web,Winter,15.99,14.39,-10.01,10,Percentage Discount,11,158.29,276,0,68.32
2026-02-05,P1080,Shoes,Puma,CA,mobile,Winter,15.99,15.99,0.0,0,None,22,351.78,364,0,136.65
2026-02-06,P1080,Shoes,Puma,CA,app,Winter,15.99,12.79,-20.01,20,Flash Sale,23,294.17,281,0,142.86
2026-02-07,P1080,Shoes,Puma,CA,app,Winter,15.99,15.99,0.0,0,None,18,287.82,378,0,111.8
2026-02-08,P1080,Shoes,Puma,CA,app,Winter,15.99,11.19,-30.02,30,Flash Sale,19,212.61,307,0,118.01
2026-02-09,P1080,Shoes,Puma,CA,mobile,Winter,15.99,15.99,0.0,0,None,10,159.9,363,0,62.11
2026-02-10,P1080,Shoes,Puma,CA,app,Winter,15.99,9.59,-40.03,40,Clearance,21,201.39,247,0,130.43
2026-02-11,P1080,Shoes,Puma,CA,web,Winter,15.99,13.59,-15.01,15,Percentage Discount,17,231.03,162,0,105.59
2026-02-12,P1080,Shoes,Puma,CA,app,Winter,15.99,11.19,-30.02,30,Clearance,29,324.51,297,0,180.12
2026-02-13,P1080,Shoes,Puma,CA,web,Winter,15.99,10.39,-35.02,35,Buy One Get One,24,249.36,241,0,149.07
2026-02-14,P1080,Shoes,Puma,CA,app,Winter,15.99,15.99,0.0,0,None,22,351.78,248,0,136.65
2026-02-15,P1080,Shoes,Puma,CA,app,Winter,15.99,11.19,-30.02,30,Percentage Discount,25,279.75,124,0,155.28
2026-02-16,P1080,Shoes,Puma,CA,web,Winter,15.99,15.99,0.0,0,None,18,287.82,170,0,111.8
2026-02-17,P1080,Shoes,Puma,CA,mobile,Winter,15.99,9.59,-40.03,40,Flash Sale,18,172.62,315,0,111.8
2026-02-18,P1080,Shoes,Puma,CA,web,Winter,15.99,15.99,0.0,0,None,22,351.78,159,0,136.65
2026-02-19,P1080,Shoes,Puma,CA,mobile,Winter,15.99,15.99,0.0,0,None,24,383.76,286,0,149.07
2026-02-20,P1080,Shoes,Puma,CA,mobile,Winter,15.99,13.59,-15.01,15,Percentage Discount,14,190.26,331,0,86.96
2026-02-21,P1080,Shoes,Puma,CA,app,Winter,15.99,10.39,-35.02,35,Buy One Get One,30,311.7,275,0,186.34
2026-02-22,P1080,Shoes,Puma,CA,web,Winter,15.99,12.79,-20.01,20,Percentage Discount,25,319.75,394,0,155.28
2026-02-23,P1080,Shoes,Puma,CA,web,Winter,15.99,15.99,0.0,0,None,12,191.88,260,0,74.53
2026-02-24,P1080,Shoes,Puma,CA,app,Winter,15.99,8.0,-49.97,50,Clearance,24,192.0,182,0,149.07
2026-02-25,P1080,Shoes,Puma,CA,app,Winter,15.99,9.59,-40.03,40,Flash Sale,29,278.11,341,0,180.12
2026-02-26,P1080,Shoes,Puma,CA,app,Winter,15.99,9.59,-40.03,40,Clearance,23,220.57,333,0,142.86
2026-02-27,P1080,Shoes,Puma,CA,mobile,Winter,15.99,12.79,-20.01,20,Percentage Discount,24,306.96,263,0,149.07
2026-02-28,P1080,Shoes,Puma,CA,mobile,Winter,15.99,9.59,-40.03,40,Clearance,25,239.75,217,0,155.28
2026-03-01,P1080,Shoes,Puma,CA,web,Spring,15.99,15.99,0.0,0,None,13,207.87,374,0,80.75
2026-03-02,P1080,Shoes,Puma,CA,app,Spring,15.99,15.99,0.0,0,None,25,399.75,178,0,155.28
2026-03-03,P1080,Shoes,Puma,CA,web,Spring,15.99,15.99,0.0,0,None,21,335.79,206,0,130.43
2026-03-04,P1080,Shoes,Puma,CA,mobile,Spring,15.99,15.99,0.0,0,None,19,303.81,365,0,118.01
2026-03-05,P1080,Shoes,Puma,CA,app,Spring,15.99,12.79,-20.01,20,Percentage Discount,24,306.96,236,0,149.07
2026-03-06,P1080,Shoes,Puma,CA,mobile,Spring,15.99,12.79,-20.01,20,Flash Sale,27,345.33,374,0,167.7
2026-03-07,P1080,Shoes,Puma,CA,app,Spring,15.99,13.59,-15.01,15,Member Offer,26,353.34,305,0,161.49
2026-03-08,P1080,Shoes,Puma,CA,app,Spring,15.99,15.99,0.0,0,None,19,303.81,170,0,118.01
2026-03-09,P1080,Shoes,Puma,CA,web,Spring,15.99,15.99,0.0,0,None,12,191.88,53,0,74.53
2026-03-10,P1080,Shoes,Puma,CA,mobile,Spring,15.99,15.99,0.0,0,None,18,287.82,149,0,111.8
2026-03-11,P1080,Shoes,Puma,CA,app,Spring,15.99,15.99,0.0,0,None,19,303.81,207,0,118.01
2026-03-12,P1080,Shoes,Puma,CA,mobile,Spring,15.99,11.99,-25.02,25,Percentage Discount,14,167.86,325,0,86.96
2026-03-13,P1080,Shoes,Puma,CA,web,Spring,15.99,15.99,0.0,0,None,20,319.8,255,0,124.22
2026-03-14,P1080,Shoes,Puma,CA,app,Spring,15.99,11.19,-30.02,30,Flash Sale,15,167.85,112,0,93.17
2026-03-15,P1080,Shoes,Puma,CA,mobile,Spring,15.99,11.19,-30.02,30,Flash Sale,19,212.61,305,0,118.01
2026-03-16,P1080,Shoes,Puma,CA,app,Spring,15.99,10.39,-35.02,35,Buy One Get One,25,259.75,405,0,155.28
2026-03-17,P1080,Shoes,Puma,CA,mobile,Spring,15.99,15.99,0.0,0,None,15,239.85,316,0,93.17
2026-03-18,P1080,Shoes,Puma,CA,mobile,Spring,15.99,15.99,0.0,0,None,17,271.83,274,0,105.59
2026-03-19,P1080,Shoes,Puma,CA,mobile,Spring,15.99,10.39,-35.02,35,Buy One Get One,23,238.97,277,0,142.86
2026-03-20,P1080,Shoes,Puma,CA,app,Spring,15.99,15.99,0.0,0,None,23,367.77,399,0,142.86
2026-03-21,P1080,Shoes,Puma,CA,web,Spring,15.99,15.99,0.0,0,None,15,239.85,268,0,93.17
2026-03-22,P1080,Shoes,Puma,CA,web,Spring,15.99,14.39,-10.01,10,Percentage Discount,12,172.68,185,0,74.53
2026-03-23,P1080,Shoes,Puma,CA,web,Spring,15.99,15.99,0.0,0,None,17,271.83,296,0,105.59
2026-03-24,P1080,Shoes,Puma,CA,app,Spring,15.99,15.99,0.0,0,None,20,319.8,237,0,124.22
2026-03-25,P1080,Shoes,Puma,CA,mobile,Spring,15.99,15.99,0.0,0,None,19,303.81,329,0,118.01
2026-03-26,P1080,Shoes,Puma,CA,mobile,Spring,15.99,15.99,0.0,0,None,18,287.82,155,0,111.8
2026-03-27,P1080,Shoes,Puma,CA,web,Spring,15.99,12.79,-20.01,20,Flash Sale,15,191.85,210,0,93.17
2026-03-28,P1080,Shoes,Puma,CA,app,Spring,15.99,15.99,0.0,0,None,23,367.77,71,0,142.86
2026-03-29,P1080,Shoes,Puma,CA,app,Spring,15.99,15.99,0.0,0,None,24,383.76,189,0,149.07
2026-03-30,P1080,Shoes,Puma,CA,web,Spring,15.99,14.39,-10.01,10,Percentage Discount,14,201.46,169,0,86.96
2026-03-31,P1080,Shoes,Puma,CA,web,Spring,15.99,13.59,-15.01,15,Percentage Discount,24,326.16,336,0,149.07
2026-01-01,P1081,Apparel,H&M,DE,web,Winter,337.95,321.05,-5.0,5,Member Offer,15,4815.75,350,0,102.04
2026-01-02,P1081,Apparel,H&M,DE,mobile,Winter,337.95,337.95,0.0,0,None,21,7096.95,236,0,142.86
2026-01-03,P1081,Apparel,H&M,DE,web,Winter,337.95,168.97,-50.0,50,Clearance,25,4224.25,252,0,170.07
2026-01-04,P1081,Apparel,H&M,DE,mobile,Winter,337.95,236.56,-30.0,30,Clearance,19,4494.64,161,0,129.25
2026-01-05,P1081,Apparel,H&M,DE,mobile,Winter,337.95,337.95,0.0,0,None,14,4731.3,283,0,95.24
2026-01-06,P1081,Apparel,H&M,DE,app,Winter,337.95,236.56,-30.0,30,Percentage Discount,28,6623.68,350,0,190.48
2026-01-07,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,20,6759.0,275,0,136.05
2026-01-08,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,13,4393.35,251,0,88.44
2026-01-09,P1081,Apparel,H&M,DE,app,Winter,337.95,337.95,0.0,0,None,18,6083.1,286,0,122.45
2026-01-10,P1081,Apparel,H&M,DE,mobile,Winter,337.95,337.95,0.0,0,None,12,4055.4,390,0,81.63
2026-01-11,P1081,Apparel,H&M,DE,app,Winter,337.95,337.95,0.0,0,None,18,6083.1,279,0,122.45
2026-01-12,P1081,Apparel,H&M,DE,mobile,Winter,337.95,337.95,0.0,0,None,23,7772.85,274,0,156.46
2026-01-13,P1081,Apparel,H&M,DE,app,Winter,337.95,253.46,-25.0,25,Percentage Discount,27,6843.42,428,0,183.67
2026-01-14,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,13,4393.35,240,0,88.44
2026-01-15,P1081,Apparel,H&M,DE,web,Winter,337.95,168.97,-50.0,50,Clearance,19,3210.43,291,0,129.25
2026-01-16,P1081,Apparel,H&M,DE,web,Winter,337.95,236.56,-30.0,30,Flash Sale,20,4731.2,290,0,136.05
2026-01-17,P1081,Apparel,H&M,DE,mobile,Winter,337.95,202.77,-40.0,40,Clearance,18,3649.86,335,0,122.45
2026-01-18,P1081,Apparel,H&M,DE,web,Winter,337.95,287.26,-15.0,15,Percentage Discount,14,4021.64,305,0,95.24
2026-01-19,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,15,5069.25,349,0,102.04
2026-01-20,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,12,4055.4,205,0,81.63
2026-01-21,P1081,Apparel,H&M,DE,app,Winter,337.95,337.95,0.0,0,None,21,7096.95,151,0,142.86
2026-01-22,P1081,Apparel,H&M,DE,app,Winter,337.95,337.95,0.0,0,None,11,3717.45,218,0,74.83
2026-01-23,P1081,Apparel,H&M,DE,mobile,Winter,337.95,287.26,-15.0,15,Member Offer,17,4883.42,331,0,115.65
2026-01-24,P1081,Apparel,H&M,DE,app,Winter,337.95,219.67,-35.0,35,Buy One Get One,29,6370.43,369,0,197.28
2026-01-25,P1081,Apparel,H&M,DE,mobile,Winter,337.95,304.15,-10.0,10,Percentage Discount,23,6995.45,105,0,156.46
2026-01-26,P1081,Apparel,H&M,DE,mobile,Winter,337.95,337.95,0.0,0,None,19,6421.05,245,0,129.25
2026-01-27,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,12,4055.4,401,0,81.63
2026-01-28,P1081,Apparel,H&M,DE,web,Winter,337.95,270.36,-20.0,20,Percentage Discount,10,2703.6,287,0,68.03
2026-01-29,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,12,4055.4,305,0,81.63
2026-01-30,P1081,Apparel,H&M,DE,mobile,Winter,337.95,236.56,-30.0,30,Flash Sale,23,5440.88,322,0,156.46
2026-01-31,P1081,Apparel,H&M,DE,app,Winter,337.95,337.95,0.0,0,None,13,4393.35,303,0,88.44
2026-02-01,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,13,4393.35,146,0,88.44
2026-02-02,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,19,6421.05,246,0,129.25
2026-02-03,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,17,5745.15,250,0,115.65
2026-02-04,P1081,Apparel,H&M,DE,app,Winter,337.95,219.67,-35.0,35,Buy One Get One,36,7908.12,104,0,244.9
2026-02-05,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,12,4055.4,241,0,81.63
2026-02-06,P1081,Apparel,H&M,DE,app,Winter,337.95,337.95,0.0,0,None,14,4731.3,146,0,95.24
2026-02-07,P1081,Apparel,H&M,DE,mobile,Winter,337.95,337.95,0.0,0,None,22,7434.9,381,0,149.66
2026-02-08,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,14,4731.3,446,0,95.24
2026-02-09,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,14,4731.3,50,0,95.24
2026-02-10,P1081,Apparel,H&M,DE,web,Winter,337.95,270.36,-20.0,20,Percentage Discount,21,5677.56,211,0,142.86
2026-02-11,P1081,Apparel,H&M,DE,mobile,Winter,337.95,337.95,0.0,0,None,17,5745.15,146,0,115.65
2026-02-12,P1081,Apparel,H&M,DE,app,Winter,337.95,270.36,-20.0,20,Percentage Discount,23,6218.28,236,0,156.46
2026-02-13,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,18,6083.1,167,0,122.45
2026-02-14,P1081,Apparel,H&M,DE,app,Winter,337.95,337.95,0.0,0,None,22,7434.9,392,0,149.66
2026-02-15,P1081,Apparel,H&M,DE,app,Winter,337.95,253.46,-25.0,25,Percentage Discount,20,5069.2,204,0,136.05
2026-02-16,P1081,Apparel,H&M,DE,mobile,Winter,337.95,337.95,0.0,0,None,21,7096.95,176,0,142.86
2026-02-17,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,16,5407.2,146,0,108.84
2026-02-18,P1081,Apparel,H&M,DE,mobile,Winter,337.95,337.95,0.0,0,None,13,4393.35,274,0,88.44
2026-02-19,P1081,Apparel,H&M,DE,app,Winter,337.95,202.77,-40.0,40,Flash Sale,28,5677.56,251,0,190.48
2026-02-20,P1081,Apparel,H&M,DE,app,Winter,337.95,337.95,0.0,0,None,15,5069.25,87,0,102.04
2026-02-21,P1081,Apparel,H&M,DE,web,Winter,337.95,270.36,-20.0,20,Percentage Discount,12,3244.32,236,0,81.63
2026-02-22,P1081,Apparel,H&M,DE,app,Winter,337.95,337.95,0.0,0,None,17,5745.15,235,0,115.65
2026-02-23,P1081,Apparel,H&M,DE,mobile,Winter,337.95,287.26,-15.0,15,Member Offer,19,5457.94,358,0,129.25
2026-02-24,P1081,Apparel,H&M,DE,web,Winter,337.95,337.95,0.0,0,None,17,5745.15,321,0,115.65
2026-02-25,P1081,Apparel,H&M,DE,mobile,Winter,337.95,253.46,-25.0,25,Percentage Discount,25,6336.5,315,0,170.07
2026-02-26,P1081,Apparel,H&M,DE,mobile,Winter,337.95,337.95,0.0,0,None,16,5407.2,323,0,108.84
2026-02-27,P1081,Apparel,H&M,DE,web,Winter,337.95,236.56,-30.0,30,Percentage Discount,30,7096.8,191,0,204.08
2026-02-28,P1081,Apparel,H&M,DE,app,Winter,337.95,337.95,0.0,0,None,7,2365.65,264,0,47.62
2026-03-01,P1081,Apparel,H&M,DE,app,Spring,337.95,287.26,-15.0,15,Percentage Discount,24,6894.24,295,0,163.27
2026-03-02,P1081,Apparel,H&M,DE,web,Spring,337.95,270.36,-20.0,20,Flash Sale,23,6218.28,282,0,156.46
2026-03-03,P1081,Apparel,H&M,DE,app,Spring,337.95,236.56,-30.0,30,Percentage Discount,21,4967.76,200,0,142.86
2026-03-04,P1081,Apparel,H&M,DE,mobile,Spring,337.95,337.95,0.0,0,None,14,4731.3,252,0,95.24
2026-03-05,P1081,Apparel,H&M,DE,app,Spring,337.95,337.95,0.0,0,None,14,4731.3,347,0,95.24
2026-03-06,P1081,Apparel,H&M,DE,mobile,Spring,337.95,236.56,-30.0,30,Clearance,25,5914.0,165,0,170.07
2026-03-07,P1081,Apparel,H&M,DE,app,Spring,337.95,337.95,0.0,0,None,17,5745.15,146,0,115.65
2026-03-08,P1081,Apparel,H&M,DE,web,Spring,337.95,270.36,-20.0,20,Flash Sale,12,3244.32,242,0,81.63
2026-03-09,P1081,Apparel,H&M,DE,web,Spring,337.95,337.95,0.0,0,None,15,5069.25,195,0,102.04
2026-03-10,P1081,Apparel,H&M,DE,app,Spring,337.95,337.95,0.0,0,None,22,7434.9,427,0,149.66
2026-03-11,P1081,Apparel,H&M,DE,mobile,Spring,337.95,337.95,0.0,0,None,10,3379.5,104,0,68.03
2026-03-12,P1081,Apparel,H&M,DE,web,Spring,337.95,337.95,0.0,0,None,14,4731.3,237,0,95.24
2026-03-13,P1081,Apparel,H&M,DE,app,Spring,337.95,337.95,0.0,0,None,17,5745.15,295,0,115.65
2026-03-14,P1081,Apparel,H&M,DE,mobile,Spring,337.95,337.95,0.0,0,None,18,6083.1,291,0,122.45
2026-03-15,P1081,Apparel,H&M,DE,mobile,Spring,337.95,321.05,-5.0,5,Member Offer,15,4815.75,258,0,102.04
2026-03-16,P1081,Apparel,H&M,DE,web,Spring,337.95,337.95,0.0,0,None,10,3379.5,373,0,68.03
2026-03-17,P1081,Apparel,H&M,DE,mobile,Spring,337.95,337.95,0.0,0,None,13,4393.35,300,0,88.44
2026-03-18,P1081,Apparel,H&M,DE,mobile,Spring,337.95,270.36,-20.0,20,Flash Sale,11,2973.96,167,0,74.83
2026-03-19,P1081,Apparel,H&M,DE,mobile,Spring,337.95,337.95,0.0,0,None,14,4731.3,94,0,95.24
2026-03-20,P1081,Apparel,H&M,DE,app,Spring,337.95,253.46,-25.0,25,Percentage Discount,29,7350.34,326,0,197.28
2026-03-21,P1081,Apparel,H&M,DE,mobile,Spring,337.95,202.77,-40.0,40,Clearance,28,5677.56,312,0,190.48
2026-03-22,P1081,Apparel,H&M,DE,mobile,Spring,337.95,202.77,-40.0,40,Flash Sale,16,3244.32,357,0,108.84
2026-03-23,P1081,Apparel,H&M,DE,web,Spring,337.95,270.36,-20.0,20,Percentage Discount,17,4596.12,358,0,115.65
2026-03-24,P1081,Apparel,H&M,DE,web,Spring,337.95,337.95,0.0,0,None,11,3717.45,197,0,74.83
2026-03-25,P1081,Apparel,H&M,DE,app,Spring,337.95,337.95,0.0,0,None,14,4731.3,294,0,95.24
2026-03-26,P1081,Apparel,H&M,DE,mobile,Spring,337.95,253.46,-25.0,25,Percentage Discount,26,6589.96,398,0,176.87
2026-03-27,P1081,Apparel,H&M,DE,web,Spring,337.95,253.46,-25.0,25,Percentage Discount,27,6843.42,174,0,183.67
2026-03-28,P1081,Apparel,H&M,DE,app,Spring,337.95,287.26,-15.0,15,Percentage Discount,21,6032.46,206,0,142.86
2026-03-29,P1081,Apparel,H&M,DE,mobile,Spring,337.95,270.36,-20.0,20,Percentage Discount,20,5407.2,390,0,136.05
2026-03-30,P1081,Apparel,H&M,DE,mobile,Spring,337.95,337.95,0.0,0,None,14,4731.3,289,0,95.24
2026-03-31,P1081,Apparel,H&M,DE,app,Spring,337.95,304.15,-10.0,10,Percentage Discount,20,6083.0,257,0,136.05
2026-01-01,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,10,3379.5,156,0,68.03
2026-01-02,P1081,Apparel,H&M,CA,app,Winter,337.95,202.77,-40.0,40,Flash Sale,22,4460.94,169,0,149.66
2026-01-03,P1081,Apparel,H&M,CA,web,Winter,337.95,287.26,-15.0,15,Percentage Discount,25,7181.5,418,0,170.07
2026-01-04,P1081,Apparel,H&M,CA,mobile,Winter,337.95,337.95,0.0,0,None,16,5407.2,408,0,108.84
2026-01-05,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,10,3379.5,327,0,68.03
2026-01-06,P1081,Apparel,H&M,CA,app,Winter,337.95,337.95,0.0,0,None,21,7096.95,347,0,142.86
2026-01-07,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,15,5069.25,410,0,102.04
2026-01-08,P1081,Apparel,H&M,CA,app,Winter,337.95,287.26,-15.0,15,Percentage Discount,21,6032.46,191,0,142.86
2026-01-09,P1081,Apparel,H&M,CA,mobile,Winter,337.95,236.56,-30.0,30,Clearance,24,5677.44,49,0,163.27
2026-01-10,P1081,Apparel,H&M,CA,app,Winter,337.95,337.95,0.0,0,None,15,5069.25,316,0,102.04
2026-01-11,P1081,Apparel,H&M,CA,app,Winter,337.95,337.95,0.0,0,None,18,6083.1,319,0,122.45
2026-01-12,P1081,Apparel,H&M,CA,mobile,Winter,337.95,337.95,0.0,0,None,12,4055.4,362,0,81.63
2026-01-13,P1081,Apparel,H&M,CA,mobile,Winter,337.95,337.95,0.0,0,None,14,4731.3,314,0,95.24
2026-01-14,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,12,4055.4,234,0,81.63
2026-01-15,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,12,4055.4,279,0,81.63
2026-01-16,P1081,Apparel,H&M,CA,app,Winter,337.95,219.67,-35.0,35,Buy One Get One,26,5711.42,244,0,176.87
2026-01-17,P1081,Apparel,H&M,CA,app,Winter,337.95,202.77,-40.0,40,Flash Sale,26,5272.02,275,0,176.87
2026-01-18,P1081,Apparel,H&M,CA,app,Winter,337.95,337.95,0.0,0,None,17,5745.15,145,0,115.65
2026-01-19,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,13,4393.35,314,0,88.44
2026-01-20,P1081,Apparel,H&M,CA,mobile,Winter,337.95,219.67,-35.0,35,Buy One Get One,24,5272.08,177,0,163.27
2026-01-21,P1081,Apparel,H&M,CA,web,Winter,337.95,236.56,-30.0,30,Flash Sale,28,6623.68,243,0,190.48
2026-01-22,P1081,Apparel,H&M,CA,mobile,Winter,337.95,236.56,-30.0,30,Percentage Discount,10,2365.6,303,0,68.03
2026-01-23,P1081,Apparel,H&M,CA,app,Winter,337.95,337.95,0.0,0,None,18,6083.1,177,0,122.45
2026-01-24,P1081,Apparel,H&M,CA,app,Winter,337.95,270.36,-20.0,20,Percentage Discount,20,5407.2,326,0,136.05
2026-01-25,P1081,Apparel,H&M,CA,app,Winter,337.95,337.95,0.0,0,None,18,6083.1,186,0,122.45
2026-01-26,P1081,Apparel,H&M,CA,mobile,Winter,337.95,337.95,0.0,0,None,23,7772.85,115,0,156.46
2026-01-27,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,17,5745.15,356,0,115.65
2026-01-28,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,15,5069.25,294,0,102.04
2026-01-29,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,16,5407.2,350,0,108.84
2026-01-30,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,13,4393.35,392,0,88.44
2026-01-31,P1081,Apparel,H&M,CA,mobile,Winter,337.95,337.95,0.0,0,None,21,7096.95,115,0,142.86
2026-02-01,P1081,Apparel,H&M,CA,web,Winter,337.95,253.46,-25.0,25,Percentage Discount,20,5069.2,365,0,136.05
2026-02-02,P1081,Apparel,H&M,CA,web,Winter,337.95,236.56,-30.0,30,Percentage Discount,21,4967.76,299,0,142.86
2026-02-03,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,20,6759.0,408,0,136.05
2026-02-04,P1081,Apparel,H&M,CA,mobile,Winter,337.95,337.95,0.0,0,None,11,3717.45,217,0,74.83
2026-02-05,P1081,Apparel,H&M,CA,mobile,Winter,337.95,337.95,0.0,0,None,17,5745.15,245,0,115.65
2026-02-06,P1081,Apparel,H&M,CA,app,Winter,337.95,337.95,0.0,0,None,12,4055.4,269,0,81.63
2026-02-07,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,7,2365.65,292,0,47.62
2026-02-08,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,18,6083.1,299,0,122.45
2026-02-09,P1081,Apparel,H&M,CA,mobile,Winter,337.95,337.95,0.0,0,None,20,6759.0,268,0,136.05
2026-02-10,P1081,Apparel,H&M,CA,mobile,Winter,337.95,337.95,0.0,0,None,12,4055.4,143,0,81.63
2026-02-11,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,17,5745.15,129,0,115.65
2026-02-12,P1081,Apparel,H&M,CA,mobile,Winter,337.95,337.95,0.0,0,None,18,6083.1,218,0,122.45
2026-02-13,P1081,Apparel,H&M,CA,app,Winter,337.95,270.36,-20.0,20,Percentage Discount,32,8651.52,155,0,217.69
2026-02-14,P1081,Apparel,H&M,CA,web,Winter,337.95,287.26,-15.0,15,Member Offer,17,4883.42,323,0,115.65
2026-02-15,P1081,Apparel,H&M,CA,mobile,Winter,337.95,337.95,0.0,0,None,15,5069.25,376,0,102.04
2026-02-16,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,9,3041.55,129,0,61.22
2026-02-17,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,13,4393.35,369,0,88.44
2026-02-18,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,12,4055.4,138,0,81.63
2026-02-19,P1081,Apparel,H&M,CA,app,Winter,337.95,337.95,0.0,0,None,15,5069.25,77,0,102.04
2026-02-20,P1081,Apparel,H&M,CA,web,Winter,337.95,236.56,-30.0,30,Flash Sale,16,3784.96,135,0,108.84
2026-02-21,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,18,6083.1,282,0,122.45
2026-02-22,P1081,Apparel,H&M,CA,app,Winter,337.95,337.95,0.0,0,None,24,8110.8,246,0,163.27
2026-02-23,P1081,Apparel,H&M,CA,web,Winter,337.95,219.67,-35.0,35,Buy One Get One,21,4613.07,258,0,142.86
2026-02-24,P1081,Apparel,H&M,CA,web,Winter,337.95,287.26,-15.0,15,Percentage Discount,19,5457.94,285,0,129.25
2026-02-25,P1081,Apparel,H&M,CA,mobile,Winter,337.95,337.95,0.0,0,None,16,5407.2,215,0,108.84
2026-02-26,P1081,Apparel,H&M,CA,web,Winter,337.95,287.26,-15.0,15,Member Offer,12,3447.12,274,0,81.63
2026-02-27,P1081,Apparel,H&M,CA,web,Winter,337.95,337.95,0.0,0,None,18,6083.1,411,0,122.45
2026-02-28,P1081,Apparel,H&M,CA,mobile,Winter,337.95,304.15,-10.0,10,Member Offer,24,7299.6,279,0,163.27
2026-03-01,P1081,Apparel,H&M,CA,web,Spring,337.95,236.56,-30.0,30,Flash Sale,21,4967.76,219,0,142.86
2026-03-02,P1081,Apparel,H&M,CA,app,Spring,337.95,337.95,0.0,0,None,21,7096.95,145,0,142.86
2026-03-03,P1081,Apparel,H&M,CA,app,Spring,337.95,337.95,0.0,0,None,16,5407.2,427,0,108.84
2026-03-04,P1081,Apparel,H&M,CA,mobile,Spring,337.95,337.95,0.0,0,None,23,7772.85,341,0,156.46
2026-03-05,P1081,Apparel,H&M,CA,web,Spring,337.95,219.67,-35.0,35,Buy One Get One,29,6370.43,174,0,197.28
2026-03-06,P1081,Apparel,H&M,CA,mobile,Spring,337.95,337.95,0.0,0,None,16,5407.2,263,0,108.84
2026-03-07,P1081,Apparel,H&M,CA,mobile,Spring,337.95,337.95,0.0,0,None,17,5745.15,251,0,115.65
2026-03-08,P1081,Apparel,H&M,CA,app,Spring,337.95,168.97,-50.0,50,Clearance,27,4562.19,183,0,183.67
2026-03-09,P1081,Apparel,H&M,CA,app,Spring,337.95,253.46,-25.0,25,Percentage Discount,26,6589.96,245,0,176.87
2026-03-10,P1081,Apparel,H&M,CA,mobile,Spring,337.95,337.95,0.0,0,None,10,3379.5,225,0,68.03
2026-03-11,P1081,Apparel,H&M,CA,mobile,Spring,337.95,270.36,-20.0,20,Percentage Discount,25,6759.0,472,0,170.07
2026-03-12,P1081,Apparel,H&M,CA,web,Spring,337.95,304.15,-10.0,10,Percentage Discount,13,3953.95,397,0,88.44
2026-03-13,P1081,Apparel,H&M,CA,web,Spring,337.95,270.36,-20.0,20,Flash Sale,23,6218.28,388,0,156.46
2026-03-14,P1081,Apparel,H&M,CA,web,Spring,337.95,337.95,0.0,0,None,15,5069.25,159,0,102.04
